Contig	Contig_ID	ORF	ORF_ID	ARG	ARG_SNPs	AMR_category	AMR_sub_class	Resistance_mechanism	Database	MGE_prediction	genome_name	newgenome_name
c_000000000004	0000000004	4_490	0000003988	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	GCA_000242195_1_Erys_bact_21_3_V1_genomic	GCA_000242195
c_000000000010	0000000009	9_11	0000000093	TET(W/N/W)	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	plasmid	GCA_000435955_1_MGS64_genomic	GCA_000435955
c_000000000031	0000000028	28_40	0000000870	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_000435955_1_MGS64_genomic	GCA_000435955
c_000000000058	0000000054	54_9	0000001645	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_000435955_1_MGS64_genomic	GCA_000435955
c_000000000095	0000000087	87_108	0000003246	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_000435955_1_MGS64_genomic	GCA_000435955
c_000000000102	0000000094	94_10	0000003674	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_000435955_1_MGS64_genomic	GCA_000435955
c_000000000103	0000000095	95_42	0000003752	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_000435955_1_MGS64_genomic	GCA_000435955
c_000000000105	0000000097	97_180	0000004060	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_000435955_1_MGS64_genomic	GCA_000435955
c_000000000007	0000000007	7_74	0000000318	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_000450985_2_ASM45098v2_genomic	GCA_000450985
c_000000000008	0000000008	8_68	0000000465	MEL	n/a	multidrug	lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	chromosome	GCA_000450985_2_ASM45098v2_genomic	GCA_000450985
c_000000000009	0000000009	9_91	0000000588	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_000450985_2_ASM45098v2_genomic	GCA_000450985
c_000000000023	0000000023	23_10	0000001051	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_000450985_2_ASM45098v2_genomic	GCA_000450985
c_000000000044	0000000044	44_11	0000002256	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (plasmid/phage)	GCA_000450985_2_ASM45098v2_genomic	GCA_000450985
c_000000000051	0000000051	51_163	0000002686	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_000450985_2_ASM45098v2_genomic	GCA_000450985
c_000000000048	0000000046	46_87	0000002201	AADE	n/a	aminoglycoside	aminoglycoside antibiotic	-	DeepARG	chromosome	GCA_000763955_1_ASM76395v1_genomic	GCA_000763955
c_000000000048	0000000046	46_99	0000002213	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_000763955_1_ASM76395v1_genomic	GCA_000763955
c_000000000065	0000000062	62_42	0000002786	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_000763955_1_ASM76395v1_genomic	GCA_000763955
c_000000000069	0000000066	66_9	0000002872	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_000763955_1_ASM76395v1_genomic	GCA_000763955
c_000000000073	0000000070	70_3	0000002976	CAMPYLOBACTER COLI CHLORAMPHENICOL ACETYLTRANSFERASE	n/a	phenicol	phenicol antibiotic	antibiotic inactivation	DeepARG/RGI	phage	GCA_000763955_1_ASM76395v1_genomic	GCA_000763955
c_000000000083	0000000076	76_3	0000003149	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_000763955_1_ASM76395v1_genomic	GCA_000763955
c_000000000095	0000000084	84_8	0000003440	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_000763955_1_ASM76395v1_genomic	GCA_000763955
c_000000000097	0000000086	86_67	0000003542	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	GCA_000763955_1_ASM76395v1_genomic	GCA_000763955
c_000000000132	0000000111	111_12	0000004140	TETM	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	ambiguous (plasmid/phage)	GCA_000763955_1_ASM76395v1_genomic	GCA_000763955
c_000000000142	0000000115	115_12	0000004201	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_000763955_1_ASM76395v1_genomic	GCA_000763955
c_000000000002	0000000002	2_167	0000000505	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_001305075_1_ASM130507v1_genomic	GCA_001305075
c_000000000003	0000000003	3_159	0000000804	AADE	n/a	aminoglycoside	aminoglycoside antibiotic	-	DeepARG	chromosome	GCA_001305075_1_ASM130507v1_genomic	GCA_001305075
c_000000000017	0000000017	17_37	0000002648	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_001305075_1_ASM130507v1_genomic	GCA_001305075
c_000000000031	0000000031	31_40	0000003731	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_001305075_1_ASM130507v1_genomic	GCA_001305075
c_000000000056	0000000056	56_21	0000004528	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_001305075_1_ASM130507v1_genomic	GCA_001305075
c_000000000061	0000000061	61_11	0000004623	ERMB	n/a	MLS	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	DeepARG/RGI	ambiguous (plasmid/phage)	GCA_001305075_1_ASM130507v1_genomic	GCA_001305075
c_000000000066	0000000066	66_6	0000004704	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_001305075_1_ASM130507v1_genomic	GCA_001305075
c_000000000001	0000000001	1_469	0000000469	VATB	n/a	MLS	streptogramin antibiotic	antibiotic inactivation	DeepARG	ambiguous (phage/chromosome)	GCA_001406695_1_13470_2_72_genomic	GCA_001406695
c_000000000001	0000000001	1_54	0000000054	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	GCA_001406695_1_13470_2_72_genomic	GCA_001406695
c_000000000003	0000000003	3_172	0000001027	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	GCA_001406695_1_13470_2_72_genomic	GCA_001406695
c_000000000006	0000000006	6_190	0000001932	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_001406695_1_13470_2_72_genomic	GCA_001406695
c_000000000023	0000000023	23_6	0000003804	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	GCA_001406695_1_13470_2_72_genomic	GCA_001406695
c_000000000025	0000000025	25_36	0000003942	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_001406695_1_13470_2_72_genomic	GCA_001406695
c_000000000001	0000000001	1_1353	0000001353	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_001688965_2_ASM168896v2_genomic_dvf	GCA_001688965
c_000000000001	0000000001	1_1356	0000001356	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	ambiguous (phage/chromosome)	GCA_001688965_2_ASM168896v2_genomic_dvf	GCA_001688965
c_000000000001	0000000001	1_1452	0000001452	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_001688965_2_ASM168896v2_genomic_dvf	GCA_001688965
c_000000000001	0000000001	1_1573	0000001573	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_001688965_2_ASM168896v2_genomic_dvf	GCA_001688965
c_000000000002	0000000002	2_1583	0000003359	BRUCELLA SUIS MPRF	n/a	peptide	peptide antibiotic	antibiotic target alteration	RGI	ambiguous (phage/chromosome)	GCA_001688965_2_ASM168896v2_genomic_dvf	GCA_001688965
c_000000000002	0000000002	2_1583	0000003359	BRUCELLA SUIS MPRF	n/a	peptide	peptide antibiotic	antibiotic target alteration	RGI	ambiguous (phage/chromosome)	GCA_001688965_2_ASM168896v2_genomic_dvf	GCA_001688965
c_000000000002	0000000002	2_1583	0000003359	BRUCELLA SUIS MPRF	n/a	peptide	peptide antibiotic	antibiotic target alteration	RGI	ambiguous (phage/chromosome)	GCA_001688965_2_ASM168896v2_genomic_dvf	GCA_001688965
c_000000000002	0000000002	2_3	0000001779	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_001688965_2_ASM168896v2_genomic_dvf	GCA_001688965
c_000000000002	0000000002	2_3	0000001779	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_001688965_2_ASM168896v2_genomic_dvf	GCA_001688965
c_000000000002	0000000002	2_3	0000001779	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_001688965_2_ASM168896v2_genomic_dvf	GCA_001688965
c_000000000002	0000000002	2_413	0000002189	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_001688965_2_ASM168896v2_genomic_dvf	GCA_001688965
c_000000000002	0000000002	2_413	0000002189	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_001688965_2_ASM168896v2_genomic_dvf	GCA_001688965
c_000000000002	0000000002	2_413	0000002189	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_001688965_2_ASM168896v2_genomic_dvf	GCA_001688965
c_000000000002	0000000002	2_437	0000002213	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_001688965_2_ASM168896v2_genomic_dvf	GCA_001688965
c_000000000002	0000000002	2_437	0000002213	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_001688965_2_ASM168896v2_genomic_dvf	GCA_001688965
c_000000000002	0000000002	2_437	0000002213	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_001688965_2_ASM168896v2_genomic_dvf	GCA_001688965
c_000000000003	0000000003	3_169	0000003831	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	GCA_001688965_2_ASM168896v2_genomic_dvf	GCA_001688965
c_000000000003	0000000003	3_351	0000004013	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	GCA_001688965_2_ASM168896v2_genomic_dvf	GCA_001688965
c_000000000001	0000000001	1_1302	0000001302	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000001	0000000001	1_1302	0000001302	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000001	0000000001	1_1302	0000001302	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000001	0000000001	1_1302	0000001302	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000001	0000000001	1_1326	0000001326	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000001	0000000001	1_1326	0000001326	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000001	0000000001	1_1326	0000001326	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000001	0000000001	1_1326	0000001326	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000001	0000000001	1_1738	0000001738	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000001	0000000001	1_1738	0000001738	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000001	0000000001	1_1738	0000001738	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000001	0000000001	1_1738	0000001738	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000001	0000000001	1_178	0000000178	BRUCELLA SUIS MPRF	n/a	peptide	peptide antibiotic	antibiotic target alteration	RGI	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000001	0000000001	1_178	0000000178	BRUCELLA SUIS MPRF	n/a	peptide	peptide antibiotic	antibiotic target alteration	RGI	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000001	0000000001	1_178	0000000178	BRUCELLA SUIS MPRF	n/a	peptide	peptide antibiotic	antibiotic target alteration	RGI	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000001	0000000001	1_178	0000000178	BRUCELLA SUIS MPRF	n/a	peptide	peptide antibiotic	antibiotic target alteration	RGI	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000002	0000000002	2_194	0000002065	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000002	0000000002	2_291	0000002162	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000002	0000000002	2_294	0000002165	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000002	0000000002	2_73	0000001944	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000003	0000000003	3_331	0000003966	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000003	0000000003	3_514	0000004149	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	GCA_002221705_2_ASM222170v2_genomic_dvf	GCA_002221705
c_000000000001	0000000001	1_1502	0000001502	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_002814255_1_ASM281425v1_genomic_dvf	GCA_002814255
c_000000000001	0000000001	1_1671	0000001671	VATB	n/a	MLS	streptogramin antibiotic	antibiotic inactivation	DeepARG	ambiguous (phage/chromosome)	GCA_002814255_1_ASM281425v1_genomic_dvf	GCA_002814255
c_000000000001	0000000001	1_962	0000000962	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	ambiguous (phage/chromosome)	GCA_002814255_1_ASM281425v1_genomic_dvf	GCA_002814255
c_000000000002	0000000002	2_124	0000001922	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	GCA_002814255_1_ASM281425v1_genomic_dvf	GCA_002814255
c_000000000002	0000000002	2_405	0000002203	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	GCA_002814255_1_ASM281425v1_genomic_dvf	GCA_002814255
c_000000000003	0000000003	3_486	0000003944	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	ambiguous (phage/chromosome)	GCA_002814255_1_ASM281425v1_genomic_dvf	GCA_002814255
c_000000000003	0000000003	3_690	0000004148	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	GCA_002814255_1_ASM281425v1_genomic_dvf	GCA_002814255
c_000000000001	0000000001	1_359	0000000359	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	GCA_009696405_1_ASM969640v1_genomic	GCA_009696405
c_000000000001	0000000001	1_359	0000000359	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	GCA_009696405_1_ASM969640v1_genomic	GCA_009696405
c_000000000005	0000000005	5_13	0000001000	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009696405_1_ASM969640v1_genomic	GCA_009696405
c_000000000008	0000000008	8_22	0000001343	MEFA	n/a	MLS	macrolide antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_009696405_1_ASM969640v1_genomic	GCA_009696405
c_000000000008	0000000008	8_30	0000001351	AAD(6)	n/a	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation	DeepARG/RGI	chromosome	GCA_009696405_1_ASM969640v1_genomic	GCA_009696405
c_000000000008	0000000008	8_31	0000001352	SAT-4	n/a	nucleoside	nucleoside antibiotic	antibiotic inactivation	RGI	chromosome	GCA_009696405_1_ASM969640v1_genomic	GCA_009696405
c_000000000008	0000000008	8_32	0000001353	APH(3')-IIIA	n/a	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation	DeepARG/RGI	chromosome	GCA_009696405_1_ASM969640v1_genomic	GCA_009696405
c_000000000009	0000000009	9_40	0000001465	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009696405_1_ASM969640v1_genomic	GCA_009696405
c_000000000012	0000000012	12_474	0000002157	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009696405_1_ASM969640v1_genomic	GCA_009696405
c_000000000014	0000000014	14_57	0000002310	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009696405_1_ASM969640v1_genomic	GCA_009696405
c_000000000019	0000000019	19_27	0000002560	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_009696405_1_ASM969640v1_genomic	GCA_009696405
c_000000000040	0000000040	40_148	0000003966	AADE	n/a	aminoglycoside	aminoglycoside antibiotic	-	DeepARG	chromosome	GCA_009696405_1_ASM969640v1_genomic	GCA_009696405
c_000000000040	0000000040	40_182	0000004000	TET(W/N/W)	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	chromosome	GCA_009696405_1_ASM969640v1_genomic	GCA_009696405
c_000000000005	0000000005	5_50	0000000475	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874055_1_ASM987405v1_genomic	GCA_009874055
c_000000000011	0000000011	11_22	0000000932	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009874055_1_ASM987405v1_genomic	GCA_009874055
c_000000000012	0000000012	12_73	0000001230	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874055_1_ASM987405v1_genomic	GCA_009874055
c_000000000025	0000000025	25_26	0000002179	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_009874055_1_ASM987405v1_genomic	GCA_009874055
c_000000000028	0000000028	28_10	0000002352	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009874055_1_ASM987405v1_genomic	GCA_009874055
c_000000000046	0000000046	46_27	0000003339	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874055_1_ASM987405v1_genomic	GCA_009874055
c_000000000055	0000000055	55_84	0000003594	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874055_1_ASM987405v1_genomic	GCA_009874055
c_000000000061	0000000061	61_12	0000003738	TETW	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	chromosome	GCA_009874055_1_ASM987405v1_genomic	GCA_009874055
c_000000000004	0000000004	4_55	0000000368	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009874095_1_ASM987409v1_genomic	GCA_009874095
c_000000000009	0000000009	9_2	0000000735	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874095_1_ASM987409v1_genomic	GCA_009874095
c_000000000011	0000000011	11_22	0000000914	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	GCA_009874095_1_ASM987409v1_genomic	GCA_009874095
c_000000000019	0000000019	19_22	0000001607	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	GCA_009874095_1_ASM987409v1_genomic	GCA_009874095
c_000000000030	0000000030	30_26	0000002419	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	GCA_009874095_1_ASM987409v1_genomic	GCA_009874095
