Gene ID	HMMER	Hotpep	DIAMOND	#ofTools	genome_name
c_000000000002_48	-	-	GH1	1	CM07_211_S182
c_000000000002_140	-	-	GT2	1	CM07_211_S182
c_000000000002_193	-	-	GH13_30	1	CM07_211_S182
c_000000000003_29	-	-	GT2	1	CM07_211_S182
c_000000000003_55	-	-	GT4	1	CM07_211_S182
c_000000000003_102	-	-	CBM0	1	CM07_211_S182
c_000000000004_11	-	-	GT4	1	CM07_211_S182
c_000000000004_25	-	-	GT0	1	CM07_211_S182
c_000000000004_44	-	-	GH3	1	CM07_211_S182
c_000000000004_62	-	-	GH23	1	CM07_211_S182
c_000000000004_123	-	-	GH23	1	CM07_211_S182
c_000000000004_140	-	-	GH23	1	CM07_211_S182
c_000000000005_7	-	-	GH1	1	CM07_211_S182
c_000000000005_70	-	-	CBM50	1	CM07_211_S182
c_000000000005_142	-	-	CBM48+GH13_9	1	CM07_211_S182
c_000000000006_20	-	-	GH13_11	1	CM07_211_S182
c_000000000006_50	-	-	GT58	1	CM07_211_S182
c_000000000006_123	-	-	GH84	1	CM07_211_S182
c_000000000006_128	-	-	GH4	1	CM07_211_S182
c_000000000008_125	-	-	GH23	1	CM07_211_S182
c_000000000014_15	-	-	GH13_31	1	CM07_211_S182
c_000000000014_81	-	-	GH25	1	CM07_211_S182
c_000000000014_85	-	-	GT2	1	CM07_211_S182
c_000000000017_59	-	-	GH170	1	CM07_211_S182
c_000000000017_64	-	-	GH1	1	CM07_211_S182
c_000000000018_81	-	-	GH23	1	CM07_211_S182
c_000000000020_50	-	-	GH13_29	1	CM07_211_S182
c_000000000020_61	-	-	GT2	1	CM07_211_S182
c_000000000021_61	-	-	GH23	1	CM07_211_S182
c_000000000024_38	-	-	GH130	1	CM07_211_S182
c_000000000025_5	-	-	GH13	1	CM07_211_S182
c_000000000025_18	-	-	GH170	1	CM07_211_S182
c_000000000026_13	-	-	CBM50	1	CM07_211_S182
c_000000000026_15	-	-	GH73	1	CM07_211_S182
c_000000000027_74	-	-	GH38	1	CM07_211_S182
c_000000000028_40	-	-	GH13	1	CM07_211_S182
c_000000000028_43	-	-	GH28	1	CM07_211_S182
c_000000000029_6	-	-	GH23	1	CM07_211_S182
c_000000000030_48	-	-	GH152	1	CM07_211_S182
c_000000000031_20	-	-	CBM50	1	CM07_211_S182
c_000000000031_35	-	-	GT2	1	CM07_211_S182
c_000000000032_30	-	-	GT30	1	CM07_211_S182
c_000000000034_11	-	-	GT2	1	CM07_211_S182
c_000000000035_29	-	-	GH13_23	1	CM07_211_S182
c_000000000035_31	-	-	GH13_31	1	CM07_211_S182
c_000000000036_26	-	-	GH23	1	CM07_211_S182
c_000000000038_23	-	-	CBM50	1	CM07_211_S182
c_000000000039_17	-	-	GH28	1	CM07_211_S182
c_000000000039_22	-	-	GH13	1	CM07_211_S182
c_000000000046_26	-	-	GT4	1	CM07_211_S182
c_000000000046_31	-	-	GT83	1	CM07_211_S182
c_000000000050_16	-	-	GH5_11	1	CM07_211_S182
c_000000000055_4	-	-	CBM50+GH25	1	CM07_211_S182
c_000000000001_236	GH1(7-473)	GH1(11)	GH1	3	CM07_212_S183
c_000000000001_237	GH1(5-480)	GH1(11)	GH1	3	CM07_212_S183
c_000000000002_168	GH1(3-459)	-	GH1	2	CM07_212_S183
c_000000000002_36	GH1(7-467)	GH1(66)	GH1	3	CM07_212_S183
c_000000000002_6	GH109(2-114)	-	-	1	CM07_212_S183
c_000000000003_11	CE1(83-248)	-	-	1	CM07_212_S183
c_000000000003_111	CE4(222-356)	-	-	1	CM07_212_S183
c_000000000003_120	GT4(186-333)	-	GT4	2	CM07_212_S183
c_000000000003_121	GT4(228-370)	-	GT4	2	CM07_212_S183
c_000000000003_191	GT28(189-344)	GT28(25)	GT28	3	CM07_212_S183
c_000000000003_37	CE4(235-362)	-	CE4	2	CM07_212_S183
c_000000000003_45	GT4(164-312)	GT4(42)	GT4	3	CM07_212_S183
c_000000000003_47	GT4(207-351)	GT4(55)	GT4	3	CM07_212_S183
c_000000000003_65	GH25(6-181)	GH25(88)	GH25	3	CM07_212_S183
c_000000000003_9	CE4(243-359)	CE4(93)	CE4	3	CM07_212_S183
c_000000000005_149	CE10(371-630)	-	-	1	CM07_212_S183
c_000000000005_156	GH1(3-466)	GH1(19)	GH1	3	CM07_212_S183
c_000000000005_68	GT5(3-475)	GT5(26)	GT5	3	CM07_212_S183
c_000000000006_129	GH73(287-401)	GH73(56)	GH73	3	CM07_212_S183
c_000000000006_166	GH1(3-471)	-	GH1	2	CM07_212_S183
c_000000000007_114	GH73(288-404)	-	GH73	2	CM07_212_S183
c_000000000007_129	GH4(7-187)	GH4(1)	GH4	3	CM07_212_S183
c_000000000007_162	GH1(3-458)	GH1(1)	GH1	3	CM07_212_S183
c_000000000007_176	CE6(54-145)	CE6(2)	CE0	3	CM07_212_S183
c_000000000007_38	CE4(91-224)	-	-	1	CM07_212_S183
c_000000000008_10	CE10(62-329)	-	-	1	CM07_212_S183
c_000000000008_124	GH25(113-303)	GH25(33)	GH25	3	CM07_212_S183
c_000000000008_80	GH13_14(259-573)	GH13(10)+CBM25(3)+CBM41(5)+CBM48(16)+CBM68(1)	CBM48+GH13_14	3	CM07_212_S183
c_000000000008_82	GT35(96-799)	GT35(1)	GT35	3	CM07_212_S183
c_000000000008_84	GT2_Glycos_transf_2(4-145)	GT2(18)	GT2	3	CM07_212_S183
c_000000000008_89	GT2_Glycos_transf_2(36-199)	GT2(83)+GT4(135)+GT8(43)	GT2	3	CM07_212_S183
c_000000000008_90	GT2_Glycos_transf_2(8-160)	GT2(115)+GT4(135)	GT2	3	CM07_212_S183
c_000000000008_98	CBM48(21-104)+GH13_9(172-459)	GH13(20)+CBM48(6)	CBM48+GH13_9	3	CM07_212_S183
c_000000000009_103	GH43_24(22-267)	GH43(91)	GH43_24	3	CM07_212_S183
c_000000000009_125	GT51(50-221)	GT51(13)	GT51	3	CM07_212_S183
c_000000000009_128	CE9(6-365)	-	CE9	2	CM07_212_S183
c_000000000009_6	GH1(3-456)	GH1(6)	GH1	3	CM07_212_S183
c_000000000009_77	GH4(6-183)	GH4(2)	GH4	3	CM07_212_S183
c_000000000009_8	GH38(3-254)	GH38(10)	GH38	3	CM07_212_S183
c_000000000010_149	GH18(48-296)	-	GH18	2	CM07_212_S183
c_000000000010_151	GH25(6-181)	GH25(55)+GH73(29)+CBM50(150)	CBM50+GH25	3	CM07_212_S183
c_000000000010_27	GH1(1-476)	GH1(1)	GH1	3	CM07_212_S183
c_000000000011_152	GT51(309-503)	-	GT51	2	CM07_212_S183
c_000000000011_154	GT51(73-270)	-	GT51	2	CM07_212_S183
c_000000000011_53	GH1(5-486)	GH1(1)	GH1	3	CM07_212_S183
c_000000000012_10	GT2_Glycos_transf_2(7-120)	-	-	1	CM07_212_S183
c_000000000012_13	GT4(226-375)	-	-	1	CM07_212_S183
c_000000000012_22	GT4(195-335)	-	-	1	CM07_212_S183
c_000000000012_27	GH109(2-115)	-	-	1	CM07_212_S183
c_000000000012_5	GT2_Glycos_transf_2(7-138)	-	-	1	CM07_212_S183
c_000000000013_17	GH32(9-308)	GH32(38)+CBM38(7)	GH32	3	CM07_212_S183
c_000000000013_18	CE10(44-269)	-	-	1	CM07_212_S183
c_000000000013_19	CE10(26-276)	-	-	1	CM07_212_S183
c_000000000014_19	GT14(3-256)	-	GT0	2	CM07_212_S183
c_000000000014_52	CE10(30-243)	-	-	1	CM07_212_S183
c_000000000014_61	GH1(6-257)	GH1(48)	-	2	CM07_212_S183
c_000000000015_100	GH1(2-486)	GH1(1)	GH1	3	CM07_212_S183
c_000000000015_54	GH1(2-458)	GH1(11)	GH1	3	CM07_212_S183
c_000000000015_98	GH1(2-391)	-	GH1	2	CM07_212_S183
c_000000000016_38	GH112(6-717)	GH112(1)	GH112	3	CM07_212_S183
c_000000000017_11	GH1(2-470)	GH1(1)	GH1	3	CM07_212_S183
c_000000000018_21	GT2_Glycos_transf_2(5-150)	GT2(193)	GT2	3	CM07_212_S183
c_000000000018_74	GH109(5-119)	-	-	1	CM07_212_S183
c_000000000018_82	GH1(6-478)	GH1(7)	GH1	3	CM07_212_S183
c_000000000018_84	GH1(1-476)	GH1(57)	GH1	3	CM07_212_S183
c_000000000020_103	GT51(45-213)	GT51(58)	GT51	3	CM07_212_S183
c_000000000020_85	CE1(14-249)	-	-	1	CM07_212_S183
c_000000000021_68	GH31(472-719)+CBM32(1739-1870)	GH31(15)+CBM32(38)+CBM51(2)	CBM32+GH31	3	CM07_212_S183
c_000000000022_23	CBM66(237-391)+GH32(524-831)+CBM66(1094-1257)	GH32(3)+CBM38(1)+CBM66(1)	CBM66+GH32	3	CM07_212_S183
c_000000000022_48	GH109(4-117)	-	-	1	CM07_212_S183
c_000000000022_55	GH1(9-488)	GH1(45)	GH1	3	CM07_212_S183
c_000000000024_68	GH38(5-277)	-	GH38	2	CM07_212_S183
c_000000000029_1	CE4(241-356)	CE4(67)	CE4	3	CM07_212_S183
c_000000000029_41	GH112(6-720)	GH112(1)	GH112	3	CM07_212_S183
c_000000000032_34	CE4(44-150)	CE4(84)	CE4	3	CM07_212_S183
c_000000000032_39	GH13_29(25-368)	GH13(3)	GH13_29	3	CM07_212_S183
c_000000000032_63	GH1(7-477)	GH1(11)	GH1	3	CM07_212_S183
c_000000000032_7	GH1(7-480)	GH1(2)	GH1	3	CM07_212_S183
c_000000000035_1	CE4(240-369)	CE4(67)	CE4	3	CM07_212_S183
c_000000000035_12	CE9(6-369)	CE9(63)	CE9	3	CM07_212_S183
c_000000000035_15	GH4(4-181)	GH4(14)	GH4	3	CM07_212_S183
c_000000000041_18	CE9(4-375)	CE9(43)	CE9	3	CM07_212_S183
c_000000000048_11	GH13_20(34-324)	GH13(61)	GH13	3	CM07_212_S183
c_000000000052_13	GH77(9-469)	GH77(5)	GH77	3	CM07_212_S183
c_000000000052_14	GT35(81-751)	GT35(1)	GT35	3	CM07_212_S183
c_000000000053_6	CE10(421-660)	-	-	1	CM07_212_S183
c_000000000001_22	-	GH0(66)	-	1	CM07_212_S183
c_000000000006_202	-	GH23(34)	GH23	2	CM07_212_S183
c_000000000001_277	-	GH23(34)	GH23	2	CM07_212_S183
c_000000000010_83	-	GH23(34)	GH23	2	CM07_212_S183
c_000000000034_48	-	GH23(34)	GH23	2	CM07_212_S183
c_000000000040_35	-	GH23(34)	GH23	2	CM07_212_S183
c_000000000009_126	-	GH23(192)	-	1	CM07_212_S183
c_000000000013_16	-	GH32(46)	-	1	CM07_212_S183
c_000000000039_32	-	GH38(8)	-	1	CM07_212_S183
c_000000000036_1	-	CBM5(68)	-	1	CM07_212_S183
c_000000000003_172	-	CBM5(68)	-	1	CM07_212_S183
c_000000000028_42	-	CBM50(86)	-	1	CM07_212_S183
c_000000000030_14	-	CBM6(53)	-	1	CM07_212_S183
c_000000000001_61	-	-	GH23	1	CM07_212_S183
c_000000000001_82	-	-	GH23	1	CM07_212_S183
c_000000000001_131	-	-	GH23	1	CM07_212_S183
c_000000000002_91	-	-	GH23	1	CM07_212_S183
c_000000000002_124	-	-	GH23	1	CM07_212_S183
c_000000000003_133	-	-	GT2	1	CM07_212_S183
c_000000000003_159	-	-	GT4	1	CM07_212_S183
c_000000000003_207	-	-	CBM0	1	CM07_212_S183
c_000000000004_30	-	-	GH13_30	1	CM07_212_S183
c_000000000004_90	-	-	GT2	1	CM07_212_S183
c_000000000004_182	-	-	GH1	1	CM07_212_S183
c_000000000004_201	-	-	GT47	1	CM07_212_S183
c_000000000004_228	-	-	GT83	1	CM07_212_S183
c_000000000005_66	-	-	CBM48+GH13_9	1	CM07_212_S183
c_000000000005_139	-	-	CBM50	1	CM07_212_S183
c_000000000005_201	-	-	GH1	1	CM07_212_S183
c_000000000007_81	-	-	GH92	1	CM07_212_S183
c_000000000007_119	-	-	CBM50	1	CM07_212_S183
c_000000000007_149	-	-	GT1	1	CM07_212_S183
c_000000000008_29	-	-	GH13_31	1	CM07_212_S183
c_000000000008_95	-	-	GH25	1	CM07_212_S183
c_000000000008_99	-	-	GT2	1	CM07_212_S183
c_000000000009_25	-	-	GH170	1	CM07_212_S183
c_000000000009_39	-	-	GH13	1	CM07_212_S183
c_000000000009_78	-	-	GH4	1	CM07_212_S183
c_000000000009_83	-	-	GH84	1	CM07_212_S183
c_000000000009_157	-	-	GT58	1	CM07_212_S183
c_000000000009_187	-	-	GH13_11	1	CM07_212_S183
c_000000000010_169	-	-	GH152	1	CM07_212_S183
c_000000000012_24	-	-	GT4	1	CM07_212_S183
c_000000000012_38	-	-	GT0	1	CM07_212_S183
c_000000000012_57	-	-	GH3	1	CM07_212_S183
c_000000000012_75	-	-	GH23	1	CM07_212_S183
c_000000000016_83	-	-	GH23	1	CM07_212_S183
c_000000000017_52	-	-	GH13	1	CM07_212_S183
c_000000000017_55	-	-	GH28	1	CM07_212_S183
c_000000000019_3	-	-	GT4	1	CM07_212_S183
c_000000000019_56	-	-	GH13	1	CM07_212_S183
c_000000000019_61	-	-	GH28	1	CM07_212_S183
c_000000000020_58	-	-	GH23	1	CM07_212_S183
c_000000000022_15	-	-	GH1	1	CM07_212_S183
c_000000000022_20	-	-	GH170	1	CM07_212_S183
c_000000000023_15	-	-	GH23	1	CM07_212_S183
c_000000000025_38	-	-	GH130	1	CM07_212_S183
c_000000000027_45	-	-	CBM50	1	CM07_212_S183
c_000000000027_60	-	-	GT2	1	CM07_212_S183
c_000000000029_13	-	-	CBM50	1	CM07_212_S183
c_000000000029_15	-	-	GH73	1	CM07_212_S183
c_000000000031_12	-	-	GH23	1	CM07_212_S183
c_000000000031_42	-	-	CBM50+GH25	1	CM07_212_S183
c_000000000032_38	-	-	GH13_29	1	CM07_212_S183
c_000000000032_49	-	-	GT2	1	CM07_212_S183
c_000000000033_28	-	-	GH23	1	CM07_212_S183
c_000000000035_30	-	-	GT30	1	CM07_212_S183
c_000000000038_16	-	-	GH13_31	1	CM07_212_S183
c_000000000038_18	-	-	GH13_23	1	CM07_212_S183
c_000000000039_13	-	-	GH5_11	1	CM07_212_S183
c_000000000045_14	-	-	GT2	1	CM07_212_S183
c_000000000051_14	-	-	CBM50	1	CM07_212_S183
c_000000000054_8	-	-	GH38	1	CM07_212_S183
c_000000000002_140	GT5(3-475)	GT5(26)	GT5	3	CM1_51A_S205
c_000000000002_53	GH1(3-466)	GH1(19)	GH1	3	CM1_51A_S205
c_000000000002_60	CE10(371-630)	-	-	1	CM1_51A_S205
c_000000000003_110	GT51(50-221)	GT51(13)	GT51	3	CM1_51A_S205
c_000000000003_113	CE9(6-365)	-	CE9	2	CM1_51A_S205
c_000000000003_62	GH4(6-183)	GH4(2)	GH4	3	CM1_51A_S205
c_000000000003_88	GH43_24(22-267)	GH43(91)	GH43_24	3	CM1_51A_S205
c_000000000004_165	GT51(309-503)	-	GT51	2	CM1_51A_S205
c_000000000004_167	GT51(73-270)	-	GT51	2	CM1_51A_S205
c_000000000004_3	GH1(2-470)	GH1(1)	GH1	3	CM1_51A_S205
c_000000000004_65	GH1(5-486)	GH1(1)	GH1	3	CM1_51A_S205
c_000000000005_139	GT4(226-375)	-	-	1	CM1_51A_S205
c_000000000005_142	GT2_Glycos_transf_2(7-120)	-	-	1	CM1_51A_S205
c_000000000005_147	GT2_Glycos_transf_2(7-138)	-	-	1	CM1_51A_S205
c_000000000005_26	GT28(189-344)	GT28(25)	GT28	3	CM1_51A_S205
c_000000000006_81	GH1(3-459)	-	GH1	2	CM1_51A_S205
c_000000000007_36	GT4(195-335)	-	-	1	CM1_51A_S205
c_000000000007_41	GH109(2-115)	-	-	1	CM1_51A_S205
c_000000000008_121	GH73(287-401)	GH73(56)	GH73	3	CM1_51A_S205
c_000000000009_38	GH112(6-717)	GH112(1)	GH112	3	CM1_51A_S205
c_000000000010_116	GH1(4-483)	GH1(11)	GH1	3	CM1_51A_S205
c_000000000010_26	GH1(2-486)	GH1(1)	GH1	3	CM1_51A_S205
c_000000000010_28	GH1(2-391)	-	GH1	2	CM1_51A_S205
c_000000000010_72	GH1(2-458)	GH1(11)	GH1	3	CM1_51A_S205
c_000000000011_1	GH1(7-473)	GH1(11)	GH1	3	CM1_51A_S205
c_000000000012_13	GH1(1-476)	GH1(57)	GH1	3	CM1_51A_S205
c_000000000012_136	GT2_Glycos_transf_2(5-150)	GT2(193)	GT2	3	CM1_51A_S205
c_000000000012_15	GH1(6-478)	GH1(7)	GH1	3	CM1_51A_S205
c_000000000012_23	GH109(5-119)	-	-	1	CM1_51A_S205
c_000000000013_76	CE4(91-224)	-	-	1	CM1_51A_S205
c_000000000015_30	CBM48(21-104)+GH13_9(172-459)	GH13(20)+CBM48(6)	CBM48+GH13_9	3	CM1_51A_S205
c_000000000015_38	GT2_Glycos_transf_2(8-160)	GT2(115)+GT4(135)	GT2	3	CM1_51A_S205
c_000000000015_39	GT2_Glycos_transf_2(36-199)	GT2(83)+GT4(135)+GT8(43)	GT2	3	CM1_51A_S205
c_000000000015_4	GH25(113-303)	GH25(33)	GH25	3	CM1_51A_S205
c_000000000015_44	GT2_Glycos_transf_2(4-145)	GT2(18)	GT2	3	CM1_51A_S205
c_000000000015_46	GT35(96-799)	GT35(1)	GT35	3	CM1_51A_S205
c_000000000015_48	GH13_14(259-573)	GH13(10)+CBM25(3)+CBM41(5)+CBM48(16)+CBM68(1)	CBM48+GH13_14	3	CM1_51A_S205
c_000000000016_6	CE9(4-375)	CE9(43)	CE9	3	CM1_51A_S205
c_000000000018_24	GH1(9-488)	GH1(45)	GH1	3	CM1_51A_S205
c_000000000018_31	GH109(4-117)	-	-	1	CM1_51A_S205
c_000000000018_56	CBM66(237-391)+GH32(524-831)+CBM66(1094-1257)	GH32(3)+CBM38(1)+CBM66(1)	CBM66+GH32	3	CM1_51A_S205
c_000000000019_19	GH1(6-257)	GH1(48)	-	2	CM1_51A_S205
c_000000000019_28	CE10(30-243)	-	-	1	CM1_51A_S205
c_000000000019_61	GT14(3-256)	-	GT0	2	CM1_51A_S205
c_000000000020_10	GH13_20(34-324)	GH13(61)	GH13	3	CM1_51A_S205
c_000000000020_64	GH1(1-476)	GH1(1)	GH1	3	CM1_51A_S205
c_000000000022_36	CE4(222-356)	-	-	1	CM1_51A_S205
c_000000000022_45	GT4(186-333)	-	GT4	2	CM1_51A_S205
c_000000000022_46	GT4(228-370)	-	GT4	2	CM1_51A_S205
c_000000000024_11	GH1(7-477)	GH1(11)	GH1	3	CM1_51A_S205
c_000000000024_35	GH13_29(25-368)	GH13(3)	GH13_29	3	CM1_51A_S205
c_000000000024_40	CE4(44-150)	CE4(84)	CE4	3	CM1_51A_S205
c_000000000024_67	GH1(7-480)	GH1(2)	GH1	3	CM1_51A_S205
c_000000000025_23	GH112(6-720)	GH112(1)	GH112	3	CM1_51A_S205
c_000000000025_63	CE4(241-356)	CE4(67)	CE4	3	CM1_51A_S205
c_000000000027_19	GH1(3-458)	GH1(1)	GH1	3	CM1_51A_S205
c_000000000027_5	CE6(54-145)	CE6(2)	CE0	3	CM1_51A_S205
c_000000000027_52	GH4(7-187)	GH4(1)	GH4	3	CM1_51A_S205
c_000000000027_67	GH73(288-404)	-	GH73	2	CM1_51A_S205
c_000000000029_17	GH32(9-308)	GH32(38)+CBM38(7)	GH32	3	CM1_51A_S205
c_000000000029_18	CE10(44-269)	-	-	1	CM1_51A_S205
c_000000000029_19	CE10(26-276)	-	-	1	CM1_51A_S205
c_000000000030_34	CE1(14-249)	-	-	1	CM1_51A_S205
c_000000000030_52	GT51(45-213)	GT51(58)	GT51	3	CM1_51A_S205
c_000000000031_36	GH1(7-467)	GH1(66)	GH1	3	CM1_51A_S205
c_000000000031_6	GH109(2-114)	-	-	1	CM1_51A_S205
c_000000000032_13	GH1(3-471)	-	GH1	2	CM1_51A_S205
c_000000000033_1	CE4(240-369)	CE4(67)	CE4	3	CM1_51A_S205
c_000000000033_12	CE9(6-369)	CE9(63)	CE9	3	CM1_51A_S205
c_000000000033_15	GH4(4-181)	GH4(14)	GH4	3	CM1_51A_S205
c_000000000035_15	CE4(235-362)	-	CE4	2	CM1_51A_S205
c_000000000035_23	GT4(164-312)	GT4(42)	GT4	3	CM1_51A_S205
c_000000000035_25	GT4(207-351)	GT4(55)	GT4	3	CM1_51A_S205
c_000000000035_43	GH25(6-181)	GH25(88)	GH25	3	CM1_51A_S205
c_000000000039_44	GH1(5-480)	GH1(11)	GH1	3	CM1_51A_S205
c_000000000044_34	GH38(5-277)	-	GH38	2	CM1_51A_S205
c_000000000049_12	CE1(83-248)	-	-	1	CM1_51A_S205
c_000000000049_14	CE4(243-359)	CE4(93)	CE4	3	CM1_51A_S205
c_000000000061_10	GH38(3-254)	GH38(10)	GH38	3	CM1_51A_S205
c_000000000061_12	GH1(3-456)	GH1(6)	GH1	3	CM1_51A_S205
c_000000000067_2	GT35(81-751)	GT35(1)	GT35	3	CM1_51A_S205
c_000000000067_3	GH77(9-469)	GH77(5)	GH77	3	CM1_51A_S205
c_000000000070_4	CE10(421-660)	-	-	1	CM1_51A_S205
c_000000000011_125	-	GH0(66)	-	1	CM1_51A_S205
c_000000000032_49	-	GH23(34)	GH23	2	CM1_51A_S205
c_000000000023_88	-	GH23(34)	GH23	2	CM1_51A_S205
c_000000000062_10	-	GH23(34)	GH23	2	CM1_51A_S205
c_000000000051_14	-	GH23(34)	GH23	2	CM1_51A_S205
c_000000000041_14	-	GH23(34)	GH23	2	CM1_51A_S205
c_000000000003_111	-	GH23(192)	-	1	CM1_51A_S205
c_000000000029_16	-	GH32(46)	-	1	CM1_51A_S205
c_000000000021_56	-	GH38(8)	-	1	CM1_51A_S205
c_000000000069_5	-	CBM5(68)	-	1	CM1_51A_S205
c_000000000005_7	-	CBM5(68)	-	1	CM1_51A_S205
c_000000000005_82	-	CBM6(53)	-	1	CM1_51A_S205
c_000000000001_17	-	-	GH28	1	CM1_51A_S205
c_000000000001_22	-	-	GH13	1	CM1_51A_S205
c_000000000001_75	-	-	GT4	1	CM1_51A_S205
c_000000000001_80	-	-	GT83	1	CM1_51A_S205
c_000000000001_107	-	-	GT47	1	CM1_51A_S205
c_000000000001_125	-	-	GH1	1	CM1_51A_S205
c_000000000002_7	-	-	GH1	1	CM1_51A_S205
c_000000000002_70	-	-	CBM50	1	CM1_51A_S205
c_000000000002_142	-	-	CBM48+GH13_9	1	CM1_51A_S205
c_000000000003_10	-	-	GH170	1	CM1_51A_S205
c_000000000003_24	-	-	GH13	1	CM1_51A_S205
c_000000000003_63	-	-	GH4	1	CM1_51A_S205
c_000000000003_68	-	-	GH84	1	CM1_51A_S205
c_000000000003_142	-	-	GT58	1	CM1_51A_S205
c_000000000003_172	-	-	GH13_11	1	CM1_51A_S205
c_000000000005_41	-	-	CBM0	1	CM1_51A_S205
c_000000000006_125	-	-	GH23	1	CM1_51A_S205
c_000000000006_146	-	-	GH23	1	CM1_51A_S205
c_000000000007_38	-	-	GT4	1	CM1_51A_S205
c_000000000007_52	-	-	GT0	1	CM1_51A_S205
c_000000000007_71	-	-	GH3	1	CM1_51A_S205
c_000000000007_89	-	-	GH23	1	CM1_51A_S205
c_000000000013_32	-	-	GH92	1	CM1_51A_S205
c_000000000014_41	-	-	GH23	1	CM1_51A_S205
c_000000000015_29	-	-	GT2	1	CM1_51A_S205
c_000000000015_33	-	-	GH25	1	CM1_51A_S205
c_000000000016_34	-	-	GT2	1	CM1_51A_S205
c_000000000016_49	-	-	CBM50	1	CM1_51A_S205
c_000000000017_29	-	-	GH13_30	1	CM1_51A_S205
c_000000000017_82	-	-	GT2	1	CM1_51A_S205
c_000000000018_59	-	-	GH170	1	CM1_51A_S205
c_000000000018_64	-	-	GH1	1	CM1_51A_S205
c_000000000020_41	-	-	GH152	1	CM1_51A_S205
c_000000000021_75	-	-	GH5_11	1	CM1_51A_S205
c_000000000022_58	-	-	GT2	1	CM1_51A_S205
c_000000000022_84	-	-	GT4	1	CM1_51A_S205
c_000000000024_25	-	-	GT2	1	CM1_51A_S205
c_000000000024_36	-	-	GH13_29	1	CM1_51A_S205
c_000000000025_49	-	-	GH73	1	CM1_51A_S205
c_000000000025_51	-	-	CBM50	1	CM1_51A_S205
c_000000000026_20	-	-	CBM50+GH25	1	CM1_51A_S205
c_000000000026_49	-	-	GH23	1	CM1_51A_S205
c_000000000027_32	-	-	GT1	1	CM1_51A_S205
c_000000000027_62	-	-	CBM50	1	CM1_51A_S205
c_000000000030_7	-	-	GH23	1	CM1_51A_S205
c_000000000033_30	-	-	GT30	1	CM1_51A_S205
c_000000000034_41	-	-	GH130	1	CM1_51A_S205
c_000000000036_16	-	-	GH13_31	1	CM1_51A_S205
c_000000000036_18	-	-	GH13_23	1	CM1_51A_S205
c_000000000039_22	-	-	CBM50	1	CM1_51A_S205
c_000000000050_13	-	-	GH13_31	1	CM1_51A_S205
c_000000000055_21	-	-	GH28	1	CM1_51A_S205
c_000000000055_24	-	-	GH13	1	CM1_51A_S205
c_000000000056_10	-	-	GT2	1	CM1_51A_S205
c_000000000077_3	-	-	GH38	1	CM1_51A_S205
c_000000000002_117	CE10(371-630)	-	-	1	CM1_51B_S206
c_000000000002_124	GH1(3-466)	GH1(19)	GH1	3	CM1_51B_S206
c_000000000002_37	GT5(3-475)	GT5(26)	GT5	3	CM1_51B_S206
c_000000000003_149	GT28(189-344)	GT28(25)	GT28	3	CM1_51B_S206
c_000000000004_110	GT51(50-221)	GT51(13)	GT51	3	CM1_51B_S206
c_000000000004_113	CE9(6-365)	-	CE9	2	CM1_51B_S206
c_000000000004_62	GH4(6-183)	GH4(2)	GH4	3	CM1_51B_S206
c_000000000004_88	GH43_24(22-267)	GH43(91)	GH43_24	3	CM1_51B_S206
c_000000000005_104	GH1(5-486)	GH1(1)	GH1	3	CM1_51B_S206
c_000000000005_166	GH1(2-470)	GH1(1)	GH1	3	CM1_51B_S206
c_000000000005_2	GT51(73-270)	-	GT51	2	CM1_51B_S206
c_000000000005_4	GT51(309-503)	-	GT51	2	CM1_51B_S206
c_000000000006_81	GH1(3-459)	-	GH1	2	CM1_51B_S206
c_000000000007_25	GH73(287-401)	GH73(56)	GH73	3	CM1_51B_S206
c_000000000008_116	GH1(4-483)	GH1(11)	GH1	3	CM1_51B_S206
c_000000000008_26	GH1(2-486)	GH1(1)	GH1	3	CM1_51B_S206
c_000000000008_28	GH1(2-391)	-	GH1	2	CM1_51B_S206
c_000000000008_72	GH1(2-458)	GH1(11)	GH1	3	CM1_51B_S206
c_000000000009_131	GH1(7-473)	GH1(11)	GH1	3	CM1_51B_S206
c_000000000010_134	GH109(5-119)	-	-	1	CM1_51B_S206
c_000000000010_142	GH1(6-478)	GH1(7)	GH1	3	CM1_51B_S206
c_000000000010_144	GH1(1-476)	GH1(57)	GH1	3	CM1_51B_S206
c_000000000010_21	GT2_Glycos_transf_2(5-150)	GT2(193)	GT2	3	CM1_51B_S206
c_000000000011_76	CE4(91-224)	-	-	1	CM1_51B_S206
c_000000000014_39	GH13_14(259-573)	GH13(10)+CBM25(3)+CBM41(5)+CBM48(16)+CBM68(1)	CBM48+GH13_14	3	CM1_51B_S206
c_000000000014_41	GT35(96-799)	GT35(1)	GT35	3	CM1_51B_S206
c_000000000014_43	GT2_Glycos_transf_2(4-145)	GT2(18)	GT2	3	CM1_51B_S206
c_000000000014_48	GT2_Glycos_transf_2(36-199)	GT2(83)+GT4(135)+GT8(43)	GT2	3	CM1_51B_S206
c_000000000014_49	GT2_Glycos_transf_2(8-160)	GT2(115)+GT4(135)	GT2	3	CM1_51B_S206
c_000000000014_57	CBM48(21-104)+GH13_9(172-459)	GH13(20)+CBM48(6)	CBM48+GH13_9	3	CM1_51B_S206
